ex83 lowToMid F T F T T F F F F F T F F T F F F T T T
ex84 lowToMid T F F T F T F F F F T T F T T F F T F F
ex85 lowToMid F T T F F T T F F F T T T F F F F F F F
ex86 lowToMid F F F F F F T F F F T T T T F F F T F F
ex87 lowToMid T F F T F T F F F F T T F T T T F F F F
ex88 lowToMid F T F F F F F F F F T F F T T T F T T F
ex89 lowToMid F T T F F T F F F F T T T T F F F F F F
ex90 lowToMid T T F T F T F F F F T T F T T T F T F F
ex91 lowToMid F T T F T T T F F F T F F F F F F F F F
ex92 lowToMid F T T F F F F F F F T F T T F F F T T T
ex93 lowToMid F T T F F T F F F F T T T F F F F F F F
ex94 lowToMid F T F F F T F F F F T F T T F F F F F F
ex95 lowToMid F T T F F T F F F F T T T F F F F F F F
ex96 lowToMid F T T F F T F T F F T T F T T T F T F F
ex97 lowToMid F T T T T T F T F F T T F T T T F T F F
ex98 lowToMid F T F T F T T T T F T T F T F F F F F F
ex99 lowToMid F T T F F T F F F F T T F F F F F F F F
ex100 lowToMid F T T T F T T T F F T T F T T F F T F F
ex101 lowToMid F T T T T T T T T F T T F T F F F F F F
ex102 lowToMid F T F F F T T F F F T T F F F F F F F F
ex103 lowToMid F T F F F T T F F F T F T T F F F T T F
ex104 lowToMid F T F F F T T F F F T T T T T F F F F F
ex105 lowToMid F T F T T T F T F F T T T T T T F T F F
ex106 lowToMid F T F T T T T T T F T T T T T T F T F F
ex107 lowToMid F T F F F T T F F F T T T T T F F F F F
ex108 lowToMid F T T F T T F F F F T T T T T F F F F F
ex109 lowToMid F T F F F F F F F F T F T T F F F T T F
ex110 lowToMid F T T F F F F F F F T T T F F F F F F F
ex111 lowToMid F T T F F F F F F F T T F T F F F F F F
ex112 lowToMid F T T F T T F F F F T T F T F F F T F F
ex113 lowToMid F T T F T T F F F F T T T T F F F F F F
ex114 lowToMid F T F F F F F F F F T T T T T F F F F F
ex115 lowToMid T T F T T T T F F F T T F T T T F T T F
ex116 lowToMid F T F F F T F T F F T T F T T T F F F F
ex117 lowToMid F T F T F T T F F F T T T T F F F F F F
ex118 lowToMid F T T F F F F F F F T F T T T F F T T T
ex119 lowToMid F T F T F T T F F F T T T F F F F F F F
ex120 lowToMid F T T F F T F T F F T T T T T F F F F F
ex121 lowToMid F T T F T T F T F F T T F T F F F F F F
ex122 lowToMid F T T T F T T T T F T T F T F F F F F F
ex123 lowToMid F T T F F T T F F F T T T T T F F T F F
ex124 lowToMid F F F T F F T F F F T T T T T T F T T F
ex125 lowToMid F T T T F T T F F F T T F T F F F F F F
ex126 lowToMid F T T T F T T T T F T T F T T T F F F F
ex127 lowToMid F T F F T T T T F F T T F T F F F F F F
ex128 lowToMid F T T F F T T T F F T T T T F F F F F F
ex129 lowToMid F T T T T T T F F F T T F T T F F T T F
ex130 lowToMid F T T F T T T F F F T T T F F F F T T F
ex131 lowToMid F T T F T T F F F F T T T F F F F T F F
ex132 lowToMid F T T F F T F F F F T T T T F F F F F F
ex133 lowToMid F T F F T F F F F F T T F T F F F T F F
ex134 lowToMid F F F T F T F T F F T F T T F F F F F F
ex135 lowToMid F T T F T T F T F F T T F T T F F F F F
ex136 lowToMid F T F F T T F F F F T T T F F F F T T F
ex137 lowToMid F T F F T T T T T F T T F T T F F F F F
ex138 lowToMid F T T F F F F F F F T T T T F F F T F F
ex139 lowToMid F T F T F T T F F F T T T T F F F F F F
ex140 lowToMid F T T F T T F F F F T T T F F F F F F F
ex141 lowToMid F T T F T T T T T F T T F T T T F F F F
ex142 lowToMid F T T F T T T T T F T T F F F F F F F F
ex143 lowToMid F T T F F T F F F F T T F F F F F F F F
ex144 lowToMid F T F F F T F F F F T T T T F F F F F F
ex145 lowToMid F T T F F T F F F F T T T T T T F F F F
ex146 lowToMid F T T F F T F F F F T T F T T T F F F F
ex147 lowToMid F T T F T T T T T F T T T T F F F T F F
ex148 lowToMid F T T T F T F F F F T T T F F F F F F F
ex149 lowToMid F T T F T T T F F F T T F F F F F F F F
ex150 lowToMid T T F T F T F F F F T T F T T T F T T F
ex151 lowToMid F F F T F F F F F F T F F T T T F T T F
ex152 lowToMid F T T F F T F F F F T T F T F F F F F F
ex153 lowToMid T F F T F T F F F F T T F T T T F F F F
ex154 lowToMid F T T F F F T F F F T T T T T T F F F F
ex155 lowToMid F T T F F T F F F F T T T T F F F F F F
ex156 lowToMid F T F F F T F F F F T T T F F F F T F F
ex157 lowToMid T T F T T T T T F F T T F T T T F F F F
ex158 lowToMid F T T F T T F F F F T T T F F F F T F F
ex159 lowToMid F T T F F F F F F F T T T T F F F T T F
ex160 lowToMid F T F T T T T T T F T T F T T F F F F F
ex161 lowToMid F T T F F T F F F F T T F T T F F T F F
ex162 lowToMid F T T T T T T T T F T T T T T F F F F F
ex163 lowToMid F T T F F T F F F F T T T F F F F F F F
ex164 lowToMid F T T F T T F F F F T T T T T T F T F F
ex165 lowToMid F T T F F T F F F F T T T T T F F T F F
ex166 lowToMid F T T F F F F F F F T F T T T T F T T F
ex167 lowToMid F T T F F T F F F F T T T F F F F T T F
ex168 lowToMid F T F T F T T T T F T T F T F F F F F F
ex169 lowToMid F T T F F T T F F F T F F F F F F F F F
ex170 lowToMid F T F T F T F F F F T T F F F F F F F F
ex171 lowToMid F T T F F T T T T F T T F F F F F T F F
ex172 lowToMid F T T F F T F T T F T F T T T T F T T F
ex173 lowToMid F T F F F T T F F F T T F T F F F T F F
ex174 lowToMid F T T F F T F F F F T T T F F F F T F F
ex175 lowToMid F T T F F T T T F F T T F F F F F T F F
ex176 lowToMid F T T F T T T T F F T T T T T F F T T F
ex177 lowToMid F T T F F T F F F F T T T T T T F T F F
ex178 lowToMid F T F F F T T F F F T T T T F F F F F F
ex179 lowToMid T T T T F T F F F F T T F T T F F F F F
ex180 lowToMid F T F F F T T T F F T T T F F F F F F F
ex181 lowToMid F T T F F T F F F F T T T F F F F T T F
ex182 lowToMid F T T F F T T T F F T T F F F F F F F F
ex183 lowToMid F T T F T T F F F F T T T T F F F T F F
ex184 lowToMid F T F F F T T F F F T T F T F F F T F F
ex185 lowToMid F T T F F T T T F F T T T T F F F T F F
ex186 lowToMid F T F T F T T T T F T T F T F F F F F F
ex187 lowToMid F T T F F T F F F F T T F T F F F F F F
ex188 lowToMid F T T T F T F F F F T T T T F F F T F F
ex189 lowToMid T T F T T T T F F F T T F T F F F F F F
ex190 lowToMid F T T F T T F F F F T T T T T T F T F F
ex191 lowToMid F T F F F T F F F F T T T F F F F F F F
ex192 lowToMid F T F T F T F F F F T T F T F F F T T F
ex193 lowToMid F T T F F T F F F F T F T T T F F T T T
ex194 lowToMid T T F T F T F F F F T T F F F F F F F F
ex195 lowToMid F T F T T T F T F F T T T T T T F T F F
ex196 lowToMid F T T F T T T F F F T F F F F F F F F F
ex197 lowToMid F T F F F T F F F F T T T T F F F F F F
ex198 lowToMid F T T F F T F F F F T T F T T F F F F F
ex199 lowToMid F T T F F T F F F F T T T F F F F T F F
ex200 lowToMid F T F T F T T F F F T T T T F F F F F F
ex201 lowToMid F T T F F T T T F F T T T F F F F F F F
ex202 lowToMid F T T F F T F T T F T T F T T T F F F F
ex203 lowToMid F T T F F T F F F F T T F F F F F T F F
ex204 lowToMid F F F F T T T F F F T T T T T T F T T F
ex205 lowToMid F T T F F T F F F F T T F T T T F F F F
ex206 lowToMid F T T F F T T T F F T T F T T T F F F F
ex207 lowToMid F T F F F T T T T F T T F T T F F F F F
ex208 lowToMid F T T F F T F F F F T T F T T T F F F F
ex209 lowToMid F T T T F T F F F F T T T T F F F T F F
ex210 lowToMid F T T F F T F F F F T T F T T T F F F F
ex211 lowToMid F T F F F T T T T F T T F T F F F F F F
ex212 lowToMid F T F T F T F F F F T T F T F F F T T F
ex213 lowToMid F T F T F T T T T F T T F T T T F F F F
ex214 lowToMid F T T F F T F T T F T T F T T T F F F F
ex215 lowToMid F T T F F T F F F F T T F F F F F F F F
ex216 lowToMid F T T F F F F F F F T T T T T F F T F F
ex217 lowToMid F T T F F T T T F F T T F F F F F F F F
ex218 lowToMid T T T T F T F F F F T T F T F F F F F F
ex219 lowToMid F T T F F T F F F F T T F F F F F T F F
ex220 lowToMid F T T T F T F T F F T T F T T F F F F F
ex221 lowToMid F T T F T T T T T F T T F T T F F F F F
ex222 lowToMid F F F F F F T F F F T T T T T F F T F F
ex223 lowToMid F T T F T T F F F F T T T F F F F T T T
ex224 lowToMid F T T T F T F T F F T T F T F F F F F F
ex225 lowToMid F T T T F T T F F F T T T T F F F F F F
ex226 lowToMid F T T F F T F F F F T T T T T F F F F F
ex227 lowToMid F T T F F T T T F F T T F F F F F T F F
ex228 lowToMid F T T F F T T T F F T T T T F F F F F F
ex229 lowToMid F T T F F T F F F F T F T F F F F T F F
ex230 lowToMid F T T F F T T F F F T T F T T F F F F F
ex231 lowToMid F T F T T T F F F F T T T T T F F T F F
ex232 lowToMid F F F F F T T F F F T T T F F F F F F F
ex233 lowToMid F T T T F T T T T F T T F T T T F F F F
ex234 lowToMid T T F T T T F F F F T T F T T T F T T T
ex235 lowToMid T T F T T T F F F F T T F T T F F T F F
ex236 lowToMid F T F T F T F F F F T T T T T T F T F F
ex237 lowToMid F T T F T T F T F F T T T T F F F F F F
ex238 lowToMid F T T F F T F F F F T T F T T T F F F F
ex239 lowToMid F T F F F T T F F F T T T T T T F F F F
ex240 lowToMid F F F T F T F F F F T T T T T T F T F F
ex241 lowToMid F T F T T T T T F F T T F T T T F F F F
ex242 lowToMid F T T F F T T T F F T F T T F F F T F F
ex243 lowToMid F T T F F T T F F F T F F F F F F F F F
ex244 lowToMid F T F T F T T T F F T T T T T T F T T F
ex245 lowToMid F T T F T T T F F F T T F T F F F F F F
ex246 lowToMid F T T F F T T T T F T T F F F F F T F F
ex247 lowToMid T F F T F T F F F F T T F T T T F F F F
ex248 lowToMid F T F F F T T T T F T T F T T F F F F F
ex249 lowToMid F T T F F T T F F F T T T T T T F T F F
ex250 lowToMid F T T F F T T T F F T F T F F F F T F F
ex251 lowToMid F T T F F T F F F F T F T F F F F T T F
ex252 lowToMid F T T F F T T F F F T T F F F F F F F F
ex253 lowToMid F T T F F T F F F F T T F T T F F F F F
ex254 lowToMid F T T T F T F T F F T T F F F F F F F F
ex255 lowToMid T T F T F T F F F F T T F T T T F F F F
ex256 lowToMid F F F T T T T F F F T T F F F F F F F F
ex257 lowToMid F T F T T T T T T F T T F T T F F F F F
ex258 lowToMid F T F F F F F F F F T T T T F F F T F F
ex259 lowToMid F T T F T T F F F F T T F F F F F F F F
ex260 lowToMid F T T F F T F F F F T T F T T F F F F F
ex261 lowToMid F T T F F F T F F F T T T T T T F T F F
ex262 lowToMid F T T F F T F F F F T T T T T T F F F F
ex263 lowToMid F F F T F T T F F F T T F T T T F T T F
ex264 lowToMid F T T F F T F F F F T T F T T F F T F F
ex265 lowToMid F T T F F F F F F F T T T T F F F F F F
ex266 lowToMid T T F T F T T F F F T T F T F F F T F F
ex267 lowToMid F T T F F T T F F F T T T F F F F F F F
ex268 lowToMid T T F T T T T F F F T T F T T F F F F F
ex269 lowToMid T F F T T T F F F F T T F T T F F T T T
ex270 lowToMid F T T F F T T F F F T F T F F F F T T F
ex271 lowToMid F T T F F T F F F F T T T T F F F F F F
ex272 lowToMid F T T F F T F F F F T T F F F F F F F F
ex273 lowToMid F T T F F T F F F F T T T T F F F T T F
ex274 lowToMid F F F F F T T F F F T T T T T T F T T F
ex275 lowToMid F T F T T T T T T F T T F T T F F F F F
ex276 lowToMid F T T F F T F F F F T T F F F F F F F F
ex277 lowToMid F T T F F T T F F F T F T T F F F T T F
ex278 lowToMid T F F T T T T F F F T T F T T T F T T T
ex279 lowToMid F T F F F T T T T F T T F T T T T F F F
ex280 lowToMid F T F F T T T T F F T T T T T F F F F F
ex281 lowToMid F T F T T T T T T F T T F T T F F F F F
ex282 lowToMid F T T F F T T F F F T T T T T T F F F F
ex283 lowToMid T T T T T T F F F F T T F T T T F T T F
ex284 lowToMid F F F T F T T F F F T T T T F F F F F F
ex285 lowToMid F T T F F T T F F F T T F F F F F T T F
ex286 lowToMid F T F T T T T T T F T T F T T F F F F F
ex287 lowToMid T T T T T T F F F F T T F T T T F T T F
ex288 lowToMid F T T F T T T T F F T T T T F F F T F F
ex289 lowToMid F T F F F T F F F F T T F T F F F F F F
ex290 lowToMid F T T F F T F F F F T T F T T F F T F F
ex291 lowToMid F T F F F T F F F F T T T T T F F F F F
ex292 lowToMid T T F T F T F F F F T T F F F F F F F F
ex293 lowToMid T T F T F T T T F F T T F T T T F F F F
ex294 lowToMid F T T F F T F F F F T T F T T F F F F F
ex295 lowToMid F T T F F F F F F F T T F T T F F F F F
ex296 lowToMid F T T F F T F F F F T T T T F F F F F F
ex297 lowToMid F T T F F F F F F F T T T T T T F F F F
ex298 lowToMid T T T T F T F F F F T T F T F F F T F F
ex299 lowToMid T F F T T T F F F F T T F T F F F T F F
ex300 lowToMid F T T F F T F F F F T T F F F F F F F F
ex301 lowToMid F T T F F F F F F F T F F T T F F F F F
ex302 lowToMid F F F T T T F F F F T T T T T T F T T F
ex303 lowToMid F T T F F T F F F F T F T T T F F T F F
ex304 lowToMid F T T F T T T F F F T T F T T T F F F F
ex305 lowToMid F T F F F T F F F F T F T T F F F F F F
ex306 lowToMid F T F T F T T T F F T T T T T T F T T F
ex307 lowToMid F T T F F T F F F F T F T F F F F T T F
ex308 lowToMid F T F T F T T F F F T T T T T F F F F F
ex309 lowToMid F F F F F T T F F F T T T F F F F F F F
ex310 lowToMid F T T T F T F T F F T T F T T F F F F F
ex311 lowToMid F T T F T T T T F F T T F T T F F F F F
ex312 lowToMid F T T F F T F F F F T T T T T T F F F F
ex313 lowToMid F T T F F T F F F F T T F T T T F F F F
ex314 lowToMid F F F T T F F T T F T T F T F F F T T T
ex315 lowToMid F T T F F F T F F F T F F T F F F F F F
ex316 lowToMid F T F F F T F F F F T T F T T T F F F F
ex317 lowToMid T T F T T T F F F F T T F T T F F F F F
ex318 lowToMid T T F T T T F F F F T T F T T F F T T F
ex319 lowToMid F T T F F T T F F F T T T T T F F T F F
ex320 lowToMid T T T T F F F F F F T T F F F F F T F F
ex321 lowToMid F F F T F F F F F F T T T T T F F T F F
ex322 lowToMid F T T F T T T T T F T T F T T T F F F F
ex323 lowToMid F T F T F T F F F F T T F T F F F F F F
ex324 lowToMid F T T F F T T T T F T T F F F F F T F F
ex325 lowToMid T T F T F T F F F F T T F T T F F T F F
ex326 lowToMid F T T F F T T F F F T T T T F F F F F F
ex327 lowToMid F T F T T T T T T F T T T T T T F T F F
ex328 lowToMid T F F T T T F F F F T T F T T F F T T F
ex329 lowToMid F T T F F T T F F F T T T T T T F F F F
ex330 lowToMid F T T F T T F F F F T T T T F F F F F F
ex331 lowToMid F T T T F T F F F F T T T T T T F F F F
ex332 lowToMid F T T F F T F F F F T F F T F F F T F F
ex333 lowToMid F T F F T T F F F F T T F T F F F T F F
ex334 lowToMid F T T F F F T F F F T T T T F F F T T F
ex335 lowToMid F T F F F T T F F F T T F T F F F F F F
ex336 lowToMid F T T F F T T T F F T T T T F F F F F F
ex337 lowToMid F T T F F F F F F F T F T F F F F T T T
ex338 lowToMid T T F T T T T T F F T T F T F F F T F F
ex339 lowToMid F T F F F F T F F F T F T T T F F T F F
ex340 lowToMid F T T F T T T T F F T T F F F F F F F F
ex341 lowToMid F T T F F T F F F F T T F T T T F F F F
ex342 lowToMid F T T F T F F F F F T F F F F F F T T T
ex343 lowToMid F T F T F T T T F F T T T T F F F F F F
ex344 lowToMid F T T F F T F F F F T T T F F F F F F F
ex345 lowToMid F T T T T T F T F F T T T T T F F F F F
ex346 lowToMid F T F F F T F F F F T T T F F F F F F F
ex347 lowToMid F T T F T T F F F F T T T F F F F F F F
ex348 lowToMid F T T F F T F F F F T T T T F F F F F F
ex349 lowToMid F T T F T T T F F F T T F T T T F F F F
ex350 lowToMid T T F T F T T F F F T T T T T T F T F F
ex351 lowToMid F T F T F T T T T F T T T T T T F F F F
ex352 lowToMid F T F T F T F F F F T T T T T T F T F F
ex353 lowToMid F T T F T T T T T F T T T F F F F F F F
ex354 lowToMid F T F T F T F F F F T T F T T F F F F F
ex355 lowToMid T T T T T T F F F F T T F T T T F F F F
ex356 lowToMid F T F T F T F F F F T T F F F F F T F F
ex357 lowToMid F T T F F F T F F F T T T T T T F F F F
ex358 lowToMid F T T F F T T F F F T T T T T T F T T F
ex359 lowToMid F T T F F T F F F F T T T T F F F T T F
ex360 lowToMid F T F F T T T T F F T T F T F F F F F F
ex361 lowToMid F T F T F T T F F F T T T T T F F F F F
ex362 lowToMid F T T F F T F F F F T F F F F F F F F F
ex363 lowToMid F T T F F T T T T F T T F F F F F T F F
ex364 lowToMid F T F F T T F F F F T T T T T T F T T F
ex365 lowToMid F T F T F T T F F F T T F T T T F F F F
ex366 lowToMid F T T F F T F F F F T T T T T T F T F F
ex367 lowToMid F T T F F T F F F F T T F F F F F F F F
ex368 lowToMid F T F T F T T F F F T T T T T T F F F F
ex369 lowToMid T T F T F T F F F F T T F T T T F T F F
ex370 lowToMid F T T F T T F F F F T T T F F F F T F F
ex371 lowToMid F T T F T F F F F F T F T F F F F T T F
ex372 lowToMid F T T F F T T F F F T T T T T F F F F F
ex373 lowToMid F T F F F T F F F F T F T T F F F T T F
ex374 lowToMid F T T F T T T F F F T T T T F F F F F F
ex375 lowToMid F T F F F T T F F F T F T T T T F F F F
ex376 lowToMid T T F T F T T F F F T T F T F F F T F F
ex377 lowToMid F T F F F F T F F F T F T T T F F F F F
ex378 lowToMid F T T F F T F F F F T T T T F F F F F F
ex379 lowToMid F T T F T T T T F F T T T T F F F F F F
ex380 lowToMid F T T T F T T T T F T T F T F F F F F F
ex381 lowToMid F T T F F T F F F F T T F T T T T F F F
ex382 lowToMid T T T T T T F F F F T T F T F F F T T F
ex383 lowToMid F T F T T T F F F F T T F T F F F F F F
ex384 lowToMid F T T F T T T F F F T T F T F F F F F F
ex385 lowToMid T T T T T T T F F F T T F F F F F T F F
ex386 lowToMid F T T F F F F F F F T F T F F F F T T F
ex387 lowToMid F T T F F F T F F F T T T F F F F F F F
ex388 lowToMid F T T F T T T F F F T F T F F F F T T F
ex389 lowToMid F T T F T T F F F F T T T T F F F T T F
ex390 lowToMid F T T F T T T F F F T T F T F F F F F F
ex391 lowToMid F F F F F F T T T F T F T F F F F F F F
ex392 lowToMid F T F F T T F F F F T T T T T T F T T F
ex393 lowToMid F T F T F T F F F F T T F T T T F F F F
ex394 lowToMid F T F T F T F F F F T T F T F F F T F F
ex395 lowToMid F T F F F T F F F F T T T T T T F F F F
ex396 lowToMid F T T F F T F T F F T T F T T T F F F F
ex397 lowToMid F T T F T T T T F F T T F T F F F F F F
ex398 lowToMid F T T F F T T T F F T T F F F F F T F F
ex399 lowToMid F T T F F T T F F F T F T F F F F F F F
ex400 lowToMid F T F T T T T T T F T T T T T T F T F F
ex401 lowToMid F T T F F T F F F F T T F T F F F F F F
ex402 lowToMid F T T T T F T T T F T T F T T T T T F F
ex403 lowToMid F T T F T T T F F F T T T F F F F F F F
ex404 lowToMid F T F F T T T T F F T T F T F F F F F F
ex405 lowToMid F T T F F T F F F F T T F T F F F F F F
ex406 lowToMid F T T F F T T F F F T T T T T F F T F F
ex407 lowToMid F T F F F T T T F F T T T T T F F F F F
ex408 lowToMid F T T F F F T F F F T F T T T T F T T F
ex409 lowToMid F T T F F T T T T F T T F F F F F T F F
ex410 lowToMid F T F F T T F F F F T T T F F F F T T F
ex411 lowToMid F T F F F T T F F F T T T T T F F T F F
ex412 lowToMid T T F T T T T F F F T T F T T T F T F F
ex413 lowToMid F F F T F T T T F F T T F T T T F F F F
ex414 lowToMid F T F F F T T T T F T F F T F F F F F F
ex415 lowToMid F T T F T T T T F F T T F T F F F F F F
ex416 lowToMid F T T F T T F F F F T T T T F F F T T F
ex417 lowToMid F T F F F F T T F F T F T T T F F T T T
ex418 lowToMid F T T F F T F F F F T T F T T T F T F F
ex419 lowToMid F T F F F F T T F F T F T T T F F T T T
ex420 lowToMid F T F F F T T F F F T T T T T T F F F F
ex421 lowToMid F T T F T T T F F F T T F T F F F F F F
ex422 lowToMid F T T T F T T F F F T T T T F F F F F F
ex423 lowToMid T T T F F T F F F F T T F F F F F F F F
ex424 lowToMid F T F F F T T F F F T T F T T T F F F F
ex425 lowToMid F T T F F T F F F F T F F T F F F T F F
ex426 lowToMid F T T F F T F F F F T T F T T T F F F F
ex427 lowToMid F T T F F T T T F F T T T T T F F F F F
ex428 lowToMid F T F F T T F F F F T T T F F F F T T F
